epoch,train_loss,val_loss,psnr,ssim,lr
1,12.104869283040365,5.9069160461425785,30.737588712454105,0.8704409692137466,0.0001
2,12.03971113840739,5.897185897827148,30.735437411908798,0.8705115657265037,0.0001
3,11.73898551940918,5.909690713882446,30.740714265185193,0.8705474682383192,0.0001
4,11.931992174784343,5.889192199707031,30.750723205581075,0.8709726893682068,0.0001
5,12.033327178955078,5.913382959365845,30.70672284136695,0.8707073720262397,0.0001
