epoch,train_loss,val_loss,psnr,ssim,lr
1,11.265936800638835,5.923067474365235,30.736957694422586,0.8708607165618234,0.0001
2,11.138513997395833,5.8887275695800785,30.750905727659045,0.8710589521325476,0.0001
3,11.065993588765462,5.905745172500611,30.740916115406822,0.8707620907613055,0.0001
4,11.186936798095703,5.890565681457519,30.734878620418083,0.8704177174750714,0.0001
5,10.99167366027832,5.889137840270996,30.750999518325205,0.8707700365359822,0.0001
