epoch,train_loss,val_loss,psnr,ssim,lr
1,14.933383496602376,6.2244791984558105,30.417704256441596,0.864054242233782,0.0001
2,14.577165247599284,6.224037551879883,30.41708492739921,0.864065210390437,0.0001
3,14.54380096435547,6.2283905982971195,30.430578775966204,0.8643893615394476,0.0001
4,14.37161595662435,6.230471992492676,30.42118991338117,0.8643411231929606,0.0001
5,14.870231857299805,6.19867353439331,30.441971677574468,0.8644972215661157,0.0001
