epoch,train_loss,val_loss,psnr,ssim,lr
1,12.66268622080485,6.228435897827149,30.409528240853877,0.863847993644131,0.0001
2,12.618444544474285,6.210895824432373,30.40641942055119,0.8637525156134467,0.0001
3,12.325478235880533,6.224369525909424,30.390011940565376,0.8632902376666356,0.0001
4,12.515453592936199,6.208716201782226,30.407599731411825,0.8638245335905765,0.0001
5,12.599560953776042,6.232578277587891,30.354971693508013,0.8627501154368744,0.0001
