epoch,train_loss,val_loss,psnr,ssim,lr
1,7.448734817504882,3.3038535118103027,36.312088796473056,0.9528699972171308,0.0001
2,7.270742041269938,3.298443412780762,36.35239776594874,0.953205845817471,0.0001
3,7.322584120432536,3.290655422210693,36.36015742522548,0.9531365351355495,0.0001
4,7.407213961283366,3.2858173847198486,36.36871993702349,0.9532515940324139,0.0001
5,7.41868356068929,3.2785049438476563,36.386979729895984,0.9532607159974091,0.0001
